id_inquilino,horario,ritmo,animacion,nivel_educativo,cine,leer ,deporte ,mascotas,comida,dieta,fumador,visitas,orden,musica_tipo,musica_alta,plan_perfecto,instrumento
239,noche,nocturno,si,secundaria,no,si,si,con mascotas,pedir comida,no,no,si,ordenada,pop,si,salir,si
240,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,salir,si
241,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
242,mañana,madrugador,si,secundaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
243,noche,madrugador,no,secundaria,no,no,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
244,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,pop,no,casa,si
245,noche,nocturno,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
246,mañana,madrugador,si,primaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
247,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,salir,no
248,mañana,madrugador,si,secundaria,si,no,si,con mascotas,cocinar,no,no,si,ordenada,rock,no,casa,si
249,noche,nocturno,no,secundaria,no,no,no,con mascotas,cocinar,si,si,si,relajada,pop,si,salir,si
250,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
251,noche,nocturno,no,secundaria,no,si,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,no,salir,si
252,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
253,noche,madrugador,no,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
254,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,no,casa,si
255,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,si,no,si,ordenada,pop,si,casa,si
256,noche,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,casa,si
257,mañana,madrugador,no,secundaria,si,si,no,sin mascotas,pedir comida,si,no,si,ordenada,reggaeton,si,salir,si
258,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,ordenada,clasica,si,casa,si
259,mañana,nocturno,no,primaria,si,si,no,sin mascotas,pedir comida,no,si,no,relajada,pop,si,salir,si
260,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,si,no,no,ordenada,pop,si,casa,no
261,mañana,madrugador,no,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,si
262,noche,madrugador,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,ordenada,reggaeton,si,salir,no
263,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,no,salir,si
264,noche,nocturno,no,universitaria,si,si,si,sin mascotas,pedir comida,si,si,no,relajada,rock,si,casa,si
265,mañana,madrugador,si,universitaria,si,no,si,con mascotas,cocinar,no,no,si,ordenada,pop,no,casa,no
266,noche,nocturno,si,universitaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,clasica,si,casa,si
267,noche,nocturno,si,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,relajada,clasica,si,casa,si
268,noche,madrugador,si,secundaria,si,si,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,no,salir,si
269,mañana,nocturno,si,primaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,reggaeton,si,salir,si
270,mañana,nocturno,no,universitaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,pop,si,casa,no
271,mañana,madrugador,no,universitaria,no,no,no,sin mascotas,cocinar,no,no,si,ordenada,pop,no,salir,no
272,noche,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,no
273,noche,nocturno,no,secundaria,si,no,no,sin mascotas,pedir comida,si,si,no,ordenada,clasica,si,salir,no
274,noche,madrugador,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,no,relajada,reggaeton,si,salir,si
275,mañana,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
276,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,no
277,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
278,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,no,relajada,reggaeton,si,salir,no
279,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,rock,si,salir,no
280,noche,nocturno,si,secundaria,no,no,si,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
281,mañana,nocturno,no,secundaria,si,no,si,con mascotas,pedir comida,no,no,si,relajada,reggaeton,si,salir,si
282,mañana,madrugador,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
283,mañana,nocturno,si,primaria,no,no,no,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
284,noche,nocturno,si,secundaria,si,no,no,con mascotas,pedir comida,si,no,si,ordenada,reggaeton,no,salir,si
285,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,si
286,noche,nocturno,no,primaria,si,si,si,con mascotas,pedir comida,si,si,no,ordenada,reggaeton,si,casa,si
287,mañana,madrugador,no,universitaria,no,si,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,si
288,noche,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,si,no,ordenada,reggaeton,si,salir,si
289,noche,madrugador,no,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,casa,si
290,noche,madrugador,no,secundaria,si,si,si,sin mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,no
291,noche,nocturno,no,universitaria,no,no,no,con mascotas,pedir comida,no,si,si,relajada,rock,si,salir,si
292,mañana,nocturno,si,secundaria,si,si,no,sin mascotas,pedir comida,si,no,si,relajada,reggaeton,no,salir,si
293,mañana,madrugador,si,primaria,si,si,no,sin mascotas,pedir comida,si,no,no,ordenada,rock,no,casa,no
294,noche,nocturno,si,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
295,mañana,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,no,si,no,ordenada,reggaeton,si,casa,si
296,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,no
297,mañana,madrugador,si,primaria,no,si,si,con mascotas,cocinar,no,no,no,ordenada,clasica,si,casa,no
298,mañana,nocturno,si,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,no,casa,no
299,noche,nocturno,no,primaria,si,no,si,con mascotas,cocinar,si,no,si,relajada,reggaeton,si,salir,si
300,noche,nocturno,no,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,ordenada,reggaeton,no,salir,no
301,noche,nocturno,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,si,salir,si
302,noche,nocturno,no,secundaria,si,si,no,sin mascotas,cocinar,si,si,si,ordenada,reggaeton,si,salir,si
303,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,ordenada,reggaeton,si,salir,si
304,noche,nocturno,no,secundaria,si,si,no,sin mascotas,pedir comida,si,no,si,ordenada,reggaeton,si,salir,si
305,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,si
306,mañana,nocturno,si,secundaria,si,no,si,sin mascotas,pedir comida,si,no,no,ordenada,rock,no,casa,no
307,noche,madrugador,si,primaria,no,si,si,con mascotas,cocinar,no,no,si,ordenada,rock,no,casa,no
308,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,salir,no
309,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
310,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,no,si,relajada,clasica,si,salir,si
311,mañana,madrugador,no,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
312,mañana,madrugador,si,universitaria,no,no,si,con mascotas,pedir comida,si,no,no,ordenada,pop,si,casa,no
313,mañana,madrugador,si,secundaria,no,no,si,con mascotas,cocinar,si,no,si,relajada,reggaeton,no,casa,no
314,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,salir,no
315,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
316,noche,madrugador,no,primaria,si,no,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
317,mañana,madrugador,si,primaria,no,no,si,con mascotas,pedir comida,no,no,no,ordenada,rock,no,casa,no
318,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,rock,si,salir,si
319,noche,nocturno,si,secundaria,no,no,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,casa,si
320,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,pedir comida,si,si,si,ordenada,pop,si,casa,no
321,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,si,no,si,ordenada,pop,si,casa,no
322,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,ordenada,rock,si,casa,no
323,mañana,nocturno,si,primaria,no,no,si,sin mascotas,pedir comida,si,no,no,ordenada,rock,no,casa,no
324,noche,nocturno,no,universitaria,si,no,no,sin mascotas,pedir comida,si,no,si,relajada,clasica,si,salir,si
325,noche,nocturno,si,secundaria,no,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,casa,si
326,mañana,nocturno,no,secundaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,clasica,si,casa,si
327,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,pop,si,salir,no
328,mañana,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
329,noche,madrugador,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,clasica,si,salir,si
330,noche,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,si,casa,no
331,noche,nocturno,si,universitaria,si,no,no,con mascotas,pedir comida,si,no,si,relajada,clasica,si,salir,si
332,mañana,nocturno,no,primaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,si,salir,si
333,mañana,nocturno,si,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
334,mañana,nocturno,si,primaria,no,no,si,sin mascotas,cocinar,si,si,si,relajada,rock,no,casa,no
335,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,si,no,si,ordenada,rock,no,casa,no
336,mañana,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,rock,si,salir,si
337,noche,nocturno,si,secundaria,no,si,si,con mascotas,pedir comida,si,no,si,relajada,reggaeton,si,salir,no
338,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
339,mañana,madrugador,no,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,pop,si,casa,no
340,mañana,nocturno,si,secundaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,reggaeton,no,casa,si
341,mañana,nocturno,si,secundaria,no,no,no,con mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
342,noche,madrugador,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
343,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
344,noche,nocturno,no,secundaria,si,no,no,con mascotas,pedir comida,no,si,si,relajada,pop,si,salir,si
345,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
346,mañana,madrugador,no,universitaria,no,no,no,sin mascotas,pedir comida,no,no,no,ordenada,pop,si,casa,si
347,mañana,madrugador,no,universitaria,no,no,no,sin mascotas,pedir comida,no,no,no,relajada,pop,no,casa,no
348,noche,nocturno,si,primaria,no,si,no,sin mascotas,pedir comida,si,no,si,relajada,clasica,no,salir,no
349,noche,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,no
350,mañana,madrugador,si,universitaria,no,si,si,sin mascotas,pedir comida,no,no,si,relajada,pop,no,salir,no
351,mañana,nocturno,no,universitaria,si,no,no,con mascotas,pedir comida,si,si,si,ordenada,rock,no,salir,si
352,noche,madrugador,si,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,ordenada,reggaeton,si,salir,si
353,mañana,madrugador,si,primaria,no,no,si,con mascotas,cocinar,si,si,no,ordenada,rock,si,salir,no
354,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,si,no,no,relajada,clasica,si,salir,si
355,noche,nocturno,si,primaria,no,no,no,sin mascotas,pedir comida,no,no,si,ordenada,pop,no,casa,no
356,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,no,si,ordenada,clasica,si,salir,si
357,noche,madrugador,no,secundaria,si,no,no,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,salir,si
358,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,si,ordenada,rock,no,salir,no
359,noche,nocturno,si,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,ordenada,clasica,si,salir,si
360,mañana,madrugador,si,universitaria,no,no,si,con mascotas,pedir comida,no,si,no,relajada,pop,no,casa,no
361,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
362,mañana,nocturno,si,primaria,no,no,si,con mascotas,pedir comida,no,no,no,ordenada,rock,si,casa,no
363,noche,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,no
364,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,si,no,ordenada,rock,no,casa,no
365,noche,madrugador,no,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,ordenada,clasica,si,casa,si
366,mañana,madrugador,si,universitaria,no,si,no,sin mascotas,cocinar,no,no,si,ordenada,pop,si,casa,no
367,mañana,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,ordenada,rock,si,salir,si
368,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,si,no,no,ordenada,clasica,no,salir,si
369,mañana,madrugador,no,secundaria,si,no,si,con mascotas,pedir comida,si,si,si,relajada,rock,si,salir,si
370,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,clasica,no,salir,si
371,mañana,nocturno,si,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,ordenada,pop,no,casa,no
372,mañana,nocturno,no,universitaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,rock,no,salir,si
373,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
374,mañana,nocturno,si,primaria,no,no,no,sin mascotas,cocinar,no,no,no,relajada,rock,no,casa,no
375,noche,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,salir,si
376,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,si,si,si,ordenada,clasica,si,salir,si
377,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,relajada,pop,no,casa,no
378,noche,nocturno,no,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,casa,si
379,mañana,madrugador,si,primaria,no,no,si,sin mascotas,pedir comida,no,no,no,relajada,rock,no,salir,no
380,mañana,madrugador,si,primaria,si,no,si,con mascotas,pedir comida,no,no,no,ordenada,rock,si,casa,no
381,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,ordenada,reggaeton,no,salir,si
382,noche,madrugador,si,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
383,noche,madrugador,no,secundaria,no,no,no,sin mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
384,noche,nocturno,no,universitaria,no,si,si,con mascotas,pedir comida,no,si,no,relajada,reggaeton,si,casa,si
385,mañana,madrugador,no,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,no
386,noche,nocturno,no,universitaria,si,si,no,sin mascotas,pedir comida,si,no,si,relajada,clasica,no,salir,si
387,mañana,madrugador,si,primaria,si,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,si,casa,no
388,noche,nocturno,si,secundaria,si,si,no,sin mascotas,cocinar,si,si,si,ordenada,reggaeton,si,salir,si
389,mañana,nocturno,si,secundaria,si,no,no,con mascotas,cocinar,si,si,si,relajada,reggaeton,si,casa,si
390,noche,nocturno,no,secundaria,si,si,no,con mascotas,cocinar,si,si,si,relajada,rock,si,salir,si
391,noche,nocturno,si,secundaria,si,si,no,con mascotas,pedir comida,no,si,si,relajada,reggaeton,si,salir,si
392,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
393,noche,madrugador,si,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,no
394,mañana,madrugador,si,secundaria,no,no,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
395,mañana,madrugador,no,universitaria,no,no,no,sin mascotas,cocinar,no,no,si,relajada,pop,no,casa,no
396,mañana,nocturno,si,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,ordenada,clasica,si,casa,no
397,mañana,madrugador,si,primaria,no,si,si,con mascotas,cocinar,no,no,no,relajada,reggaeton,no,salir,no
398,noche,nocturno,si,secundaria,si,si,no,sin mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
399,mañana,madrugador,si,primaria,si,no,si,sin mascotas,cocinar,no,si,si,ordenada,rock,no,casa,no
400,noche,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,rock,no,casa,no
401,noche,nocturno,no,secundaria,si,si,si,con mascotas,pedir comida,si,no,no,relajada,reggaeton,si,salir,si
402,mañana,madrugador,si,universitaria,no,no,si,con mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
403,noche,nocturno,si,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,relajada,pop,si,salir,si
404,noche,madrugador,si,primaria,no,no,no,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
405,mañana,madrugador,no,secundaria,no,no,si,sin mascotas,cocinar,si,no,no,ordenada,clasica,no,casa,no
406,noche,madrugador,no,secundaria,si,si,no,con mascotas,cocinar,si,no,si,relajada,reggaeton,si,salir,si
407,noche,nocturno,no,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,clasica,si,salir,si
408,noche,nocturno,no,secundaria,no,no,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,no,casa,si
409,noche,nocturno,no,universitaria,no,si,si,sin mascotas,pedir comida,no,no,no,relajada,reggaeton,si,salir,si
410,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
411,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,no,casa,si
412,noche,nocturno,no,secundaria,no,si,no,con mascotas,cocinar,si,si,si,relajada,reggaeton,si,salir,si
413,noche,nocturno,no,universitaria,si,si,no,con mascotas,pedir comida,si,si,no,relajada,pop,si,salir,si
414,noche,madrugador,si,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,ordenada,rock,no,casa,si
415,noche,nocturno,no,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,relajada,reggaeton,si,salir,si
416,mañana,madrugador,si,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,pop,si,salir,no
417,mañana,madrugador,si,primaria,no,no,si,sin mascotas,cocinar,no,no,no,ordenada,rock,no,casa,no
418,mañana,madrugador,no,secundaria,no,si,si,sin mascotas,cocinar,no,no,no,relajada,pop,no,casa,no
419,mañana,madrugador,si,primaria,si,no,si,con mascotas,pedir comida,no,si,no,ordenada,rock,no,casa,no
420,noche,madrugador,no,primaria,no,no,si,con mascotas,cocinar,no,no,no,ordenada,rock,no,casa,si
421,mañana,nocturno,si,primaria,si,no,si,con mascotas,cocinar,si,si,no,ordenada,rock,no,casa,no
422,mañana,madrugador,si,universitaria,no,no,no,sin mascotas,pedir comida,no,no,no,ordenada,reggaeton,no,casa,no
